"# Table S1: Curated Microvirus Genomes, plus additional Obscuriviridae",,,,,,,,,,,
Genome designation,Reported Source,Source Attribution for Analyses,GC content,Sequence Length (nt),Phylum,Class,Order,Family,Genus,Genus CRISPR prediction,CRISPR Prediction Correct?
Family6_MG945502,Pig,Other mammal,36,5562,,,,,,,
Family6_MG945535,Pig,Other mammal,41,5612,,,,,,,
Family6_MG945557,Dog,Other mammal,41,6032,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides,n/a
Family6_MG945616,Pig,Other mammal,41,6027,,,,,,,
Family6_MG945725,Dog,Other mammal,40,6289,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides,n/a
Family6_MG945757,Dog,Other mammal,39,6426,,,,,,,
Family6_MG945794,Macaque,Primate,38,5733,,,,,,,
Family6_MG945897,Dog,Other mammal,41,5204,,,,,,,
Family6_MG945903,Cow,Other mammal,41,6150,,,,,,,
Family6_MG945915,Pig,Other mammal,42,6008,,,,,,,
Family6_MH552492,Mouse,Other mammal,46,6019,,,,,,,
Family6_MH552512,Macaque,Primate,38,5858,,,,,,,
Family6_MH649088,Mouse,Other mammal,41,5995,,,,,,,
Family6_Minot_Diet_LF_HF_2016_3_454_NODE_90_length_6061_cov_6396866,Human,Primate,40,6061,,,,,,,
Family6_Minot_Diet_SRR5088934_NODE_121_length_6507_cov_105218847,Human,Primate,38,6509,,,,,,,
Family6_Minot_Diet_SRR5088936_NODE_469_length_6447_cov_43575720,Human,Primate,39,6447,,,,,,,
Family6_Minot_Diet_SRR5088936_NODE_483_length_6283_cov_224101798,Human,Primate,44,6283,,,,,,,
Family6_MK496688,Capybara,Other mammal,40,6173,,,,,,,
Family6_MK496690,Capybara,Other mammal,40,6036,,,,,,,
Family6_MK496693,Capybara,Other mammal,39,5865,,,,,,,
Family6_MK496766,Capybara,Other mammal,39,6002,,,,,,,
Family6_MK496774,Capybara,Other mammal,43,5630,,,,,,,
Family6_MK765551,Tortoise,Reptile,37,6243,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides,n/a
Family6_MK765650,Tortoise,Reptile,37,6243,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides,n/a
Family6_MN379637,Chicken,Bird,40,6385,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides,n/a
Family6_MN379647,Chicken,Bird,40,6390,,,,,,,
Family6_Monaco_MBA1062_NODE_62_length_9212_cov_141515562,Human,Primate,36,6385,,,,,,,
Family6_Monaco_MBA1062_NODE_87_length_5149_cov_4862836867,Human,Primate,41,5149,,,,,,,
Family6_Monaco_MBA1731_NODE_46_length_6464_cov_92516149,Human,Primate,39,6466,,,,,,,
Family6_Monaco_MBA1736_NODE_187_length_6198_cov_14595149,Human,Primate,34,6198,,,,,,,
Family6_Monaco_MBA1754_NODE_25_length_6546_cov_723614543,Human,Primate,38,6548,,,,,,,
Family6_Monaco_MBA1754_NODE_26_length_6397_cov_6478713,Human,Primate,38,6397,,,,,,,
Family6_Monaco_MBA1758_NODE_188_length_10281_cov_55971054,Human,Primate,35,6106,,,,,,,
Family6_Monaco_MBA1761_NODE_23_length_6362_cov_755299191,Human,Primate,40,6364,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides,n/a
Family6_Monaco_MBA1761_NODE_24_length_6351_cov_360678367,Human,Primate,39,6370,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides,n/a
Family6_Monaco_MBA4011_NODE_1065_length_6339_cov_5835455,Human,Primate,39,6341,,,,,,,
Family6_Monaco_MBA4028_NODE_125_length_6460_cov_56266198,Human,Primate,38,6460,,,,,,,
Family6_Nadia_combined_trimmed_NODE_1927_length_6728_cov_675503971,Human,Primate,37,6728,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides,n/a
Family6_Nadia_combined_trimmed_NODE_1980_length_6633_cov_1415293706,Human,Primate,38,6633,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides,n/a
Family6_Nadia_combined_trimmed_NODE_1984_length_6629_cov_26301602981,Human,Primate,40,6629,,,,,,,
Family6_NC_040341,Lepus americanus,Other mammal,37,6357,,,,,,,
Family6_Norman_101_NODE_39_length_6285_cov_5942526645,Human,Primate,40,6287,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides,n/a
Family6_Norman_107_NODE_42_length_6627_cov_436783628,Human,Primate,41,6627,,,,,,,
Family6_Norman_107_NODE_48_length_5996_cov_716991921,Human,Primate,41,5996,,,,,,,
Family6_Norman_108_NODE_13_length_6616_cov_94536808,Human,Primate,41,6618,,,,,,,
Family6_Norman_109_NODE_26_length_5877_cov_10981625,Human,Primate,40,5877,,,,,,,
Family6_Norman_110_NODE_15_length_5654_cov_5324058582,Human,Primate,38,5654,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides,n/a
Family6_Norman_115_NODE_8_length_6416_cov_274708222,Human,Primate,41,6416,,,,,,,
Family6_Norman_117_NODE_18_length_6608_cov_235340455,Human,Primate,39,6610,,,,,,,
Family6_Norman_119_NODE_67_length_6655_cov_115128182,Human,Primate,41,6655,,,,,,,
Family6_Norman_122_NODE_12_length_6298_cov_1128575525,Human,Primate,39,6298,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides,n/a
Family6_Norman_126_NODE_23_length_6273_cov_97258926,Human,Primate,42,6273,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides,n/a
Family6_Norman_127_NODE_16_length_6683_cov_1391340827,Human,Primate,42,6680,,,,,,,
Family6_Norman_13_NODE_31_length_17734_cov_8168886249,Human,Primate,40,6315,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides,n/a
Family6_Norman_13_NODE_75_length_6669_cov_2552925008,Human,Primate,40,6671,,,,,,,
Family6_Norman_133_NODE_31_length_6728_cov_15265248,Human,Primate,39,6728,,,,,,,
Family6_Norman_148_NODE_12_length_6414_cov_5549300,Human,Primate,41,6414,,,,,,,
Family6_Norman_153_NODE_30_length_6553_cov_116998615,Human,Primate,37,6553,,,,,,,
Family6_Norman_153_NODE_39_length_5824_cov_4818686,Human,Primate,35,5824,,,,,,,
Family6_Norman_158_NODE_103_length_6535_cov_18158951,Human,Primate,40,6537,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides,n/a
Family6_Norman_164_NODE_13_length_6772_cov_12028882,Human,Primate,39,6774,,,,,,,
Family6_Norman_165_NODE_22_length_6145_cov_26755829,Human,Primate,36,6145,,,,,,,
Family6_Norman_30_NODE_4_length_6546_cov_249103066,Human,Primate,41,6548,,,,,,,
Family6_Norman_32_NODE_8_length_6421_cov_773490575,Human,Primate,40,6421,,,,,,,
Family6_Norman_33_NODE_8_length_6636_cov_606924935,Human,Primate,39,6638,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides,n/a
Family6_Norman_37_NODE_14_length_6185_cov_198759054,Human,Primate,40,6185,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides,n/a
Family6_Norman_42_NODE_14_length_6410_cov_59666719,Human,Primate,41,6410,,,,,,,
Family6_Norman_5_NODE_9_length_6604_cov_442899527,Human,Primate,41,6606,,,,,,,
Family6_Norman_6_NODE_21_length_6592_cov_5887563,Human,Primate,39,6593,,,,,,,
Family6_Norman_6_NODE_24_length_6077_cov_1098607938,Human,Primate,42,6077,,,,,,,
Family6_Norman_65_NODE_9_length_6541_cov_215592969,Human,Primate,38,6543,,,,,,,
Family6_Norman_74_NODE_9_length_6445_cov_4611266510,Human,Primate,38,6445,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides,n/a
Family6_Norman_82_NODE_11_length_6434_cov_1502489732,Human,Primate,39,6436,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides,n/a
Family6_Norman_89_NODE_44_length_6362_cov_552715237,Human,Primate,38,6362,,,,,,,
Family6_Norman_9_NODE_43_length_6677_cov_303986862,Human,Primate,40,6677,,,,,,,
Family6_Norman_91_NODE_35_length_6558_cov_245378133,Human,Primate,41,6560,,,,,,,
Family6_NZ_BMFB01000012_Glycocaulis_alkaliphilus,Unknown,Unknown,43,6084,Proteobacteria,Alphaproteobacteria,Maricaulales,Maricaulaceae,Glycocaulis,,
Family6_QALP01000027_Coprobacter_fastidiosus,Human,Primate,34,6443,Bacteroidetes,Bacteroidia,Bacteroidales,Barnesiellaceae,Coprobacter,Tannerella,no
Family6_QRNA01000095_Bacteroides_caccae,Human,Primate,36,5446,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,
Family6_QROO01000017_Bacteroides_xylanisolvens,Human,Primate,37,6551,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,
Family6_QRQJ01000075_Bacteroides_caccae,Human,Primate,36,4724,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,
Family6_QRTK01000041_Bacteroides_sp_AF27-33,Human,Primate,36,6580,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,
Family6_QSLG01000014_Bacteroides_xylanisolvens,Human,Primate,37,6579,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,
Family6_QSUR01000043_Bacteroides_sp_OM05-10AA,Human,Primate,36,6593,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,
Family6_QTJV01000041_Chitinophaga_sp_K20C18050901,Soil,Sediment/soil,40,6689,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Chitinophaga,,
Family6_Rampelli_10015_NODE_2862_length_5463_cov_12657544,Human,Primate,38,5466,,,,,,,
Family6_Second_Norman_104_NODE_13_length_12757_cov_153979688,Human,Primate,38,6391,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides,n/a
Family6_Second_Zuo_N6_NODE_237_length_12664_cov_18164486,Human,Primate,37,6357,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides,n/a
Family6_Shkoporov_6190,Human,Primate,41,6190,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides,n/a
Family6_Shkoporov_6255_2,Human,Primate,35,6255,,,,,,,
Family6_Shkoporov_6288,Human,Primate,45,6288,,,,,,,
Family6_Shkoporov_6317,Human,Primate,38,6317,,,,,,,
Family6_Shkoporov_6347,Human,Primate,40,6347,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides,n/a
Family6_Shkoporov_6353,Human,Primate,41,6353,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides,n/a
Family6_Shkoporov_6390,Human,Primate,41,6390,,,,,,,
Family6_Shkoporov_6392,Human,Primate,38,6392,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides,n/a
Family6_Shkoporov_6424,Human,Primate,38,6424,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides,n/a
Family6_Shkoporov_6518,Human,Primate,40,6520,,,,,,,
Family6_Shkoporov_6532,Human,Primate,38,6537,,,,,,,
Family6_Shkoporov_6548,Human,Primate,38,6548,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides,n/a
Family6_Shkoporov_6554,Human,Primate,40,6554,,,,,,,
Family6_Shkoporov_6556,Human,Primate,40,6558,,,,,,,
Family6_Shkoporov_6562,Human,Primate,40,6562,,,,,,,
Family6_Shkoporov_6611,Human,Primate,39,6611,,,,,,,
Family6_Shkoporov_6634,Human,Primate,38,6635,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides,n/a
Family6_VYQC01000031_Bacteroides_xylanisolvens,Human,Primate,36,6636,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,
Family6_Zhao_Case_1_NODE_43_length_6446_cov_690208575,Human,Primate,33,6446,,,,,,,
Family6_Zuo_C5_NODE_782_length_6596_cov_7399786,Human,Primate,39,6598,,,,,,,
Family6_Zuo_F3_NODE_2168_length_6002_cov_373910375,Human,Primate,38,6002,,,,,,,
Family6_Zuo_F6_NODE_1693_length_6025_cov_89632496,Human,Primate,37,6025,,,,,,,
Family6_Zuo_N1_NODE_173_length_6216_cov_90945139,Human,Primate,39,5874,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides,n/a
Family6_Zuo_N5_NODE_240_length_5593_cov_50027627,Human,Primate,39,5593,,,,,,,
Family6_Zuo_N8_NODE_524_length_6363_cov_345708782,Human,Primate,37,6363,,,,,,,
Family6_Zuo_S1_NODE_1228_length_6667_cov_32317453,Human,Primate,41,6667,,,,,,,
Family6_Zuo_S4_NODE_1504_length_6346_cov_8368622,Human,Primate,40,6346,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides,n/a
Family7_AYPZ01000002_Rhodobacter_capsulatus_YW2,Yellowwood State Forest,Sediment/soil,60,6531,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,Rhodobacter,yes
Family7_CGM_MH572490,Ciona robusta,Marine invertebrate,56,5668,,,,,,,
Family7_CGM_MH572491,Ciona robusta,Marine invertebrate,54,5874,,,,,,,
Family7_CGM_MH572517,Ciona robusta,Marine invertebrate,52,5321,,,,,,,
Family7_CGM_MH572518,Ciona robusta,Marine invertebrate,52,5230,,,,,,,
Family7_CGM_MH572519,Ciona robusta,Marine invertebrate,57,5830,,,,,,,
Family7_CGM_MH572520,Ciona robusta,Marine invertebrate,55,5708,,,,,,,
Family7_CP019307_Phaeobacter_inhibens,Seawater,Marine,51,6649,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,,
Family7_CP032923_Agrobacterium_tumefaciens,Euonymus sp.,Plant,54,6320,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,,
Family7_CP034455_Mesorhizobium_sp_M1AFCaIN0220611,Cicer arietinum nodule,Plant,60,6291,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,,
Family7_CP039888_Agrobacterium_tumefaciens,Unknown,Unknown,56,6208,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,,
Family7_FNXG01000002_Paracoccus_alkenifer,Unknown,Unknown,60,6319,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,,
Family7_FOFL01000005_Devosia_sp_YR412,Populus root,Plant,58,6455,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,,
Family7_JPYQ01000001_Rhizobium_sp_YS-1r,Decaying Wood From Thermal Pond,Plant,56,6650,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,
Family7_JYFU01000029_Rhizobium_sp_UR51a,Oryza sativa root,Plant,55,6174,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,
Family7_JZEY01000054_Devosia_chinhatensis,Hexachlorocyclhexan dump site,Wastewater,59,6455,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,,
Family7_KV878023_Rhizobium_pusense,Phaseolus vulgaris nodule,Plant,56,6115,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,
Family7_LMGN01000011_Rhizobium_sp_Root564,Arabidopsis thaliana root,Plant,53,6405,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,
Family7_LMHB01000005_Rhizobium_sp_Root651,Arabidopsis thaliana root,Plant,56,6177,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,
Family7_LT009739_Agrobacterium_sp_NCPPB_925,Unknown,Unknown,56,6205,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,,
Family7_LYXZ01000012_Labrys_sp_WJW,Soil,Sediment/soil,57,7361,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Labrys,,
Family7_MH552480,Abalone tissue,Marine invertebrate,41,5441,,,,,,,
Family7_MH552540,Ocean,Marine,56,5874,,,,,,,
Family7_MH616813,Minnow tissue,Marine fish,57,5976,,,,,,,
Family7_MH616837,Unknown,Unknown,54,5814,,,,,,,
Family7_MH616991,Minnow tissue,Marine fish,55,6196,,,,,,,
Family7_MH617063,Haddock tissue,Marine fish,55,5622,,,,,,,
Family7_MH617168,Minnow tissue,Marine fish,54,6081,,,,,,,
Family7_MH617184,Haddock tissue,Marine fish,54,5751,,,,,,,
Family7_MH617261,Red snapper,Marine fish,51,5980,,,,,,,
Family7_MH617317,Minnow tissue,Marine fish,53,6099,,,,,,,
Family7_MH617346,Minnow tissue,Marine fish,60,6050,,,,,,,
Family7_MH617381,Minnow tissue,Marine fish,60,6236,,,,,,,
Family7_MH617386,Minnow tissue,Marine fish,53,5896,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Pannonibacter,Pannonibacter,n/a
Family7_MH617413,Minnow tissue,Marine fish,56,6185,,,,,,,
Family7_MH617429,Minnow tissue,Marine fish,52,6050,,,,,,,
Family7_MH617751,Minnow tissue,Marine fish,60,5888,,,,,,,
Family7_MK012459,Crucian,Marine invertebrate,52,5538,,,,,,,
Family7_MK012474,Crucian,Marine invertebrate,60,5734,,,,,,,
Family7_MK012499,Crucian,Marine invertebrate,49,5321,,,,,,,
Family7_MK765587,Tortoise,Reptile,58,6418,,,,,,,
Family7_MK765588,Tortoise,Reptile,64,6338,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus,n/a
Family7_MK765589,Tortoise,Reptile,59,6204,,,,,,,
Family7_MK765595,Tortoise,Reptile,61,5908,,,,,,,
Family7_MK765598,Tortoise,Reptile,58,5751,,,,,,,
Family7_MK765599,Tortoise,Reptile,57,5729,,,,,,,
Family7_MK765623,Tortoise,Reptile,56,6549,,,,,,,
Family7_MK765624,Tortoise,Reptile,61,6456,,,,,,,
Family7_MK765625,Tortoise,Reptile,59,6530,,,,,,,
Family7_MK765626,Tortoise,Reptile,61,6526,,,,,,,
Family7_MK765627,Tortoise,Reptile,61,6430,,,,,,,
Family7_MK765628,Tortoise,Reptile,60,6343,,,,,,,
Family7_MK765629,Tortoise,Reptile,62,6290,,,,,,,
Family7_MK765630,Tortoise,Reptile,63,6096,,,,,,,
Family7_MK765631,Tortoise,Reptile,64,6078,,,,,,,
Family7_MK765632,Tortoise,Reptile,55,5977,,,,,,,
Family7_MK765634,Tortoise,Reptile,57,5915,,,,,,,
Family7_MK765635,Tortoise,Reptile,59,5853,,,,,,,
Family7_NZ_BMZE01000001_Devosia_pacifica,Unknown,Unknown,58,5746,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,,
Family7_NZ_CP044126_Rhizobium_BG4,Prosopis cineraria nodule,Plant,57,6389,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,
Family7_NZ_CP045919_Devosia_D6-9,Soil,Sediment/soil,61,5724,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,,
Family7_NZ_CP050898_Rhizobium_pusense,Homo sapiens,Primate,56,6224,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,
Family7_NZ_CP068983_Paradevosia_shaoguanensis,Cooking wastewater,Wastewater,61,5892,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Paradevosia,Devosia,yes
Family7_NZ_JAAMOP010000021_Agrobacterium_fabrum,Unknown,Unknown,55,6135,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,,
Family7_NZ_JACHLU010000001_Agrobacterium_vitis,Heterelmis comalensis,Insect,50,6328,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,,
Family7_NZ_JACHOU010000012_Aminobacter_aganoensis,Unknown,Unknown,58,5957,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Aminobacter,,
Family7_NZ_JADBCT010000001_Agrobacterium_vitis,Heterelmis comalensis,Insect,50,6310,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,,
Family7_NZ_JADOBQ010000013_Roseobacter_MH60115,Mytilus,Marine invertebrate,55,6613,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,,
Family7_NZ_JAESVN010000003_Tabrizicola_DMG-N6,Freshwater lake,Freshwater,57,6416,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tabrizicola,,
Family7_NZ_KV878023_Rhizobium_pusense,Phaseolus vulgaris nodule,Plant,56,6149,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,
Family7_NZ_KV878098_Rhizobium_pusense,Phaseolus vulgaris nodule,Plant,55,5143,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,
Family7_NZ_PHJF01000001_Epibacterium_ulvae,Ulva australis,Plant,48,5889,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Epibacterium,,
Family7_NZ_QITQ01000003_Roseovarius_GCL8,Sand,Sediment/soil,57,6646,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,,
Family7_NZ_WJOL01000002_Rhizobium_pusense,Glycine max nodule,Plant,56,6206,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,
Family7_QKLQ01000002_Ensifer_sp_AP48,Unknown,Unknown,56,6163,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ensifer,,
Family7_rhizobium_MN988460,Agricultural Lands,Sediment/soil,59,6046,,,,,,,
Family7_rhizobium_MN988464,Agricultural Lands,Sediment/soil,59,6208,,,,,,,
Family7_rhizobium_MN988467,Agricultural Lands,Sediment/soil,59,6037,,,,,,,
Family7_rhizobium_MN988469,Agricultural Lands,Sediment/soil,59,6034,,,,,,,
Family7_rhizobium_MN988471,Agricultural Lands,Sediment/soil,59,6038,,,,,,,
Family7_rhizobium_MN988473,Agricultural Lands,Sediment/soil,58,6033,,,,,,,
Family7_rhizobium_MN988474,Agricultural Lands,Sediment/soil,59,6037,,,,,,,
Family7_rhizobium_MN988475,Agricultural Lands,Sediment/soil,59,6034,,,,,,,
Family7_rhizobium_MN988476,Agricultural Lands,Sediment/soil,59,6204,,,,,,,
Family7_rhizobium_MN988477,Agricultural Lands,Sediment/soil,59,6210,,,,,,,
Family7_rhizobium_MN988478,Agricultural Lands,Sediment/soil,59,6037,,,,,,,
Family7_rhizobium_MN988479,Agricultural Lands,Sediment/soil,58,6034,,,,,,,
Family7_rhizobium_MN988480,Agricultural Lands,Sediment/soil,58,6034,,,,,,,
Family7_rhizobium_MN988481,Agricultural Lands,Sediment/soil,58,6034,,,,,,,
Family7_rhizobium_MN988489,Agricultural Lands,Sediment/soil,59,6034,,,,,,,
Family7_rhizobium_MN988491,Agricultural Lands,Sediment/soil,59,6034,,,,,,,
Family7_rhizobium_MN988494,Agricultural Lands,Sediment/soil,59,6034,,,,,,,
Family7_rhizobium_MN988498,Agricultural Lands,Sediment/soil,59,6034,,,,,,,
Family7_rhizobium_MN988499,Agricultural Lands,Sediment/soil,59,6034,,,,,,,
Family7_rhizobium_MN988503,Agricultural Lands,Sediment/soil,59,6034,,,,,,,
Family7_rhizobium_MN988504,Agricultural Lands,Sediment/soil,59,6010,,,,,,,
Family7_rhizobium_MN988511,Agricultural Lands,Sediment/soil,59,6006,,,,,,,
Family7_rhizobium_MN988518,Agricultural Lands,Sediment/soil,59,6010,,,,,,,
Family7_rhizobium_MN988562,Agricultural Lands,Sediment/soil,58,6034,,,,,,,
Family7_RZOL01000004_Mesorhizobium_sp_M7AFCaET0270211,Cicer arietinum nodule,Plant,58,6255,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,,
Family7_RZSF01000040_Mesorhizobium_sp_M1AFCaET0720111,Cicer arietinum nodule,Plant,59,6291,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,,
Family7_RZSN01000040_Mesorhizobium_sp_M1AFCaIN0200411,Cicer arietinum nodule,Plant,59,6291,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,,
Family7_RZSO01000039_Mesorhizobium_sp_M1AFCaIN0203011,Cicer arietinum nodule,Plant,59,6288,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,,
Family7_RZSQ01000084_Mesorhizobium_sp_M1AFCaIN0200311,Cicer arietinum nodule,Plant,59,6291,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,,
Family7_RZSW01000361_Mesorhizobium_sp_M5CFCaIN0202911,Cicer arietinum nodule,Plant,60,6291,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,,
Family7_SAKN01000011_Mesorhizobium_sp,Cicer arietinum nodule,Plant,58,6253,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,,
Family7_SAKQ01000001_Mesorhizobium_sp,Cicer arietinum nodule,Plant,59,6062,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,,
